Index,Organization Id,Name,Country,Description,Founded,Industry,Number of employees
7101,09e11bcae3b5b8f,"Hawkins, Ali and Herman",Slovenia,Enterprise-wide fault-tolerant frame,1974,Research Industry,2644
560,09Ea6CEceEcbEBA,"Daugherty, Sparks and Good",South Georgia and the South Sandwich Islands,Reduced cohesive migration,1998,Defense / Space,4576
4712,09EaAa0Cf16F3c8,Short-Farrell,Italy,Intuitive bi-directional projection,1975,International Trade / Development,15706
3318,09Edf98E1cC12FF,Kennedy Group,Jordan,Extended maximized pricing structure,1981,Telecommunications,17388
384,09F952fDBa8b694,"Spears, Olson and Carrillo",Angola,Front-line even-keeled help-desk,1990,Building Materials,8222
2309,09FC9ee9c69E67a,"Lynch, Dudley and Kent",Luxembourg,Realigned mission-critical contingency,1978,Farming,19694
4003,09ffEfD160fcDCd,Erickson Inc,Saint Kitts and Nevis,Networked dedicated policy,2019,Marketing / Advertising / Sales,5786
6729,0A098c1fDaA6f5a,Ferrell LLC,Bouvet Island (Bouvetoya),Operative scalable Internet solution,1988,Research Industry,13230
1433,0A11cbeEE3FFE7C,"Warren, Marquez and Donaldson",Dominica,Versatile contextually-based benchmark,1985,Government Administration,13026
1554,0A171BD79Ca15CF,Benitez PLC,Equatorial Guinea,Pre-emptive real-time info-mediaries,1982,Biotechnology / Greentech,1896
9504,0a1eD967BCF7BAe,"Mccormick, Doyle and Gould",Libyan Arab Jamahiriya,Horizontal reciprocal utilization,2012,Alternative Medicine,15512
2977,0a2abdaEf5F0bbD,Mathews Group,Canada,Sharable bottom-line intranet,1982,Architecture / Planning,19094
5527,0a2fCeE066DCe0B,Knapp Inc,Vanuatu,Progressive user-facing migration,1982,Photography,15142
9387,0a324DFfFcf84eF,"Hodge, Hawkins and Giles",Greenland,Innovative interactive hub,2012,Food / Beverages,1584
5238,0A3328D372F963b,"Munoz, Russo and Paul",Western Sahara,Team-oriented modular model,2018,Industrial Automation,18400
1715,0a33E4a2d22F7E7,"Melton, Fernandez and Byrd",Senegal,Managed disintermediate moratorium,2007,Arts / Crafts,18160
8581,0A35dB57BDABB7C,Fuentes-Watson,Ukraine,Synergistic 5thgeneration attitude,1970,Textiles,5332
936,0A387Fc7eD98d24,Baldwin-Sexton,Antarctica (the territory South of 60 deg S),Streamlined non-volatile process improvement,2008,Fundraising,5494
2407,0A3d96BED1F3AFB,Steele and Sons,Slovenia,Operative fault-tolerant access,1989,Consumer Electronics,9066
5388,0a3DDEBc75CF10A,Richards Inc,French Guiana,Pre-emptive system-worthy open architecture,1987,Computer Games,13440
9709,0A404827c0A8846,Willis Inc,Bermuda,Object-based tertiary projection,1984,International Trade / Development,17420
7695,0a4A6650E9DCddb,Camacho-Lindsey,Macao,Organic regional help-desk,1973,Online Publishing,11560
7609,0A58FaCAA8FFdd5,Bennett Group,Venezuela,Operative client-driven toolset,1992,Legal Services,16836
8353,0A635BFfcd121CE,Sheppard LLC,Canada,Customizable modular methodology,2016,Outsourcing / Offshoring,16998
1071,0a6eFcd93dbb4dF,Valentine PLC,South Georgia and the South Sandwich Islands,Advanced secondary customer loyalty,1971,Alternative Medicine,12526
8297,0A77D11Eed0146a,Stanley-Joseph,Venezuela,Public-key asynchronous focus group,1973,Investment Banking / Venture,17116
6613,0a7B22a039A1c9d,"Pope, Snyder and Davies",Hungary,Grass-roots tangible concept,2022,Public Safety,1912
6436,0A7C5aeafDf427b,Johnson-Colon,Nigeria,Organized upward-trending benchmark,1984,Investment Management / Hedge Fund / Private Equity,7802
6897,0a8acE433bC03C5,Day and Sons,Lesotho,Ergonomic high-level orchestration,1993,Education Management,17460
8673,0a8f5bbb09C18bC,Pennington-Mooney,Guam,Enhanced background success,1980,Fine Art,18460
2465,0a925C22aAa25dc,Vasquez-Pratt,Bahamas,Integrated heuristic utilization,2016,Professional Training,11022
3560,0a94dFD15D6E7D4,"Salas, Vang and Cherry",Belize,Sharable regional functionalities,2010,Recreational Facilities / Services,15096
3801,0a9C2abCc2a6C6E,Ingram LLC,Russian Federation,Organic empowering toolset,2011,Environmental Services,15062
1803,0A9D7ca4cFa7F38,Dickson-Cuevas,Montenegro,Open-source motivating instruction set,1972,Pharmaceuticals,11306
7538,0aa5BbaCB54cB4d,"Solomon, Cisneros and Barker",Liberia,Horizontal coherent strategy,1983,Government Relations,12726
3866,0Aa8Bb1C817fdfd,Brewer LLC,Papua New Guinea,Monitored exuding capacity,1982,Information Technology / IT,15600
395,0aAEA445F8fcF84,Caldwell-Buckley,Bhutan,Diverse multi-state access,1991,Printing,17952
7033,0AbCDad7CB7DBEF,Cantrell Inc,Pitcairn Islands,Progressive motivating secured line,1979,Public Relations / PR,3440
8218,0abec087Bd5fEBC,"Berg, Floyd and Haley",Mexico,Assimilated client-server workforce,2012,Electrical / Electronic Manufacturing,5344
9346,0Aca13225Bdd5CD,Hawkins-Zuniga,Argentina,Adaptive dedicated throughput,2019,Defense / Space,17304
8699,0acc0CdACFf5Fc0,Frye-Ramirez,France,Self-enabling mission-critical methodology,2008,Consumer Electronics,12506
6924,0Ad1140C7B033E5,Fitzpatrick-Rowe,Algeria,Cross-platform intermediate Graphic Interface,2017,Information Technology / IT,9788
133,0aD44EFabF3fced,Espinoza Group,Poland,Polarized interactive capability,2018,Hospitality,3968
6966,0ad5E8bdca1d7CA,"Jenkins, Matthews and Pena",Jersey,Visionary foreground productivity,2003,Farming,19122
9703,0aDFdD82Ea1AF5d,Potts-Stevenson,Antigua and Barbuda,Cloned user-facing pricing structure,2018,Banking / Mortgage,7754
4217,0aE4e3D3c4Dd194,"Miller, Alexander and Hodges",Trinidad and Tobago,Reverse-engineered object-oriented array,1970,Entertainment / Movie Production,17102
2797,0Ae569eCDefBA54,Callahan Group,Wallis and Futuna,Realigned local collaboration,1970,Environmental Services,5352
8432,0Ae9E7E8AA9FfCb,English-Kim,Sierra Leone,Down-sized empowering approach,1983,Shipbuilding,11936
5807,0aEB0e364c9D473,"Oneill, Rosales and Becker",Syrian Arab Republic,Universal stable middleware,2000,Dairy,17624
569,0aeC66ED930cE62,"Mcmahon, Schultz and Lynn",Iraq,Horizontal explicit orchestration,1978,Environmental Services,17888
4811,0aF4b52DD54EcfF,Short LLC,Tonga,Ameliorated intangible artificial intelligence,2000,Translation / Localization,6426
2549,0aFBAc8292DFa9a,Mcguire Ltd,United Kingdom,Synergized asynchronous hierarchy,1979,Veterinary,8978
4749,0afC0c05C3e73da,"Duffy, Mcgrath and Holloway",Antarctica (the territory South of 60 deg S),Reverse-engineered stable concept,2010,Wine / Spirits,12366
6628,0aFcf1D45f6b419,Woodward-Oconnell,Northern Mariana Islands,Mandatory static project,2021,Staffing / Recruiting,1716
6345,0b00d41B0CE9cc3,"Cooley, Glass and Knapp",Bermuda,Multi-tiered bifurcated algorithm,1972,Capital Markets / Hedge Fund / Private Equity,18116
5717,0b15d885Ca29643,Jenkins-Mcclure,South Georgia and the South Sandwich Islands,Optimized intermediate hierarchy,2018,International Affairs,1076
1219,0B1f574e3b8d32a,"Watkins, Wiggins and Romero",Uzbekistan,De-engineered 6thgeneration array,2010,Utilities,19054
6154,0b20BF2c75F639C,Cannon-Lang,Haiti,Enhanced explicit initiative,1971,Oil / Energy / Solar / Greentech,8900
2124,0B22e09DC6B741C,"Carr, Garner and Frye",Myanmar,Extended motivating groupware,1971,Hospital / Health Care,1742
2748,0b257D72722A2Ae,Rivera Group,Azerbaijan,Switchable object-oriented productivity,1979,Broadcast Media,10912
3625,0B2DcC52cFFA466,"Madden, Mcbride and Donovan",Cambodia,Multi-tiered full-range time-frame,2008,Computer Networking,12246
4416,0b3A300aaFC0e5c,Roberson Ltd,Australia,Multi-tiered exuding access,2002,Cosmetics,7572
9175,0b41B18f4Fdb2Ba,"Wright, Hughes and Sawyer",American Samoa,Streamlined logistical projection,2017,Investment Management / Hedge Fund / Private Equity,2914
3492,0b49A146ae166EE,Hess-Beck,Dominican Republic,Automated value-added solution,1993,Financial Services,9386
8850,0B4fa6fACD8fa8f,Hess-Cordova,Hong Kong,Team-oriented composite data-warehouse,1996,Gambling / Casinos,1158
9801,0b672fEd52afe51,Huang-Pineda,Russian Federation,Implemented contextually-based circuit,2022,Facilities Services,12124
4300,0B6E5AF3c7E50e6,"Graham, Rivers and Dawson",Slovakia (Slovak Republic),Sharable coherent knowledgebase,2000,Banking / Mortgage,15494
1952,0b8B6DFAEfB3edb,"Maynard, Myers and Ho",Djibouti,Adaptive grid-enabled utilization,1985,Government Relations,14242
3041,0b8D33710Ae1011,Pena and Sons,New Caledonia,Integrated 4thgeneration success,2011,Supermarkets,2994
6143,0B8d412C1fF4eCB,"Shah, Hanson and Mendoza",Saint Barthelemy,Optimized 3rdgeneration encoding,1974,Translation / Localization,9468
9242,0b9308D1bf3b00b,"Sellers, Gates and Black",Senegal,Business-focused content-based definition,2002,Publishing Industry,7784
8452,0b9842bFC49a7Bb,Austin-Randall,Cote d'Ivoire,Decentralized client-server system engine,1979,Capital Markets / Hedge Fund / Private Equity,17740
3215,0b9Acf84f6e80be,Norton-Peterson,Saudi Arabia,Streamlined methodical paradigm,2005,E - Learning,1110
4352,0B9dECE233cBbFd,"Bauer, Fritz and Burton",Japan,Synergistic multimedia budgetary management,2021,Computer Hardware,444
1745,0B9f6AfBa76f21F,Alvarez LLC,Brunei Darussalam,Realigned object-oriented hierarchy,2020,Logistics / Procurement,19318
7512,0bAA03aEeA5a227,Spears PLC,Botswana,Team-oriented client-server productivity,1973,Venture Capital / VC,19984
3683,0BaDf316e381f25,"Powers, Vasquez and Mcpherson",Jordan,Monitored zero administration approach,2016,Motion Pictures / Film,19306
5523,0bb2Bb44616C77F,Jefferson and Sons,Saint Vincent and the Grenadines,Reverse-engineered optimal middleware,2008,Security / Investigations,13806
7190,0bBc84cbDE02087,Gilmore-Velasquez,Spain,Future-proofed 24/7 application,2001,Fundraising,16584
5510,0Bc11EF28960f6b,"Marks, Bowen and Murillo",Afghanistan,Optimized analyzing strategy,1996,Railroad Manufacture,15426
3973,0bC2BdA621DfC2F,Murphy Ltd,Slovenia,Grass-roots dynamic projection,2013,Government Administration,16650
9006,0bc2CE15C6fCe1e,"Lucero, Dyer and Cowan",Costa Rica,Synergistic full-range interface,1990,International Trade / Development,17672
1029,0BC53912b2ECadd,"Yates, Berry and Flores",Niger,Inverse methodical synergy,1987,Staffing / Recruiting,10446
4806,0Bcce0232dedBE0,"Abbott, Liu and Sherman",Bhutan,Optimized fault-tolerant Local Area Network,1981,Music,9652
9415,0BcDF5DF8bACfee,Gentry-Cummings,Tanzania,Ameliorated encompassing instruction set,1976,Computer Software / Engineering,12666
8172,0bD09b5FFD3E051,Carson-Bradley,Jersey,Multi-layered dynamic Graphic Interface,1993,Chemicals,9260
1164,0bD0c337c437be1,"Washington, Dunlap and Stafford",Bangladesh,Visionary coherent flexibility,2007,Public Relations / PR,2556
4905,0bd3a2eC68a61fC,Irwin-Lynn,Iran,Fundamental discrete emulation,1985,Renewables / Environment,14958
6160,0bD5a398dea3fC2,Carney Ltd,Malaysia,Upgradable dynamic complexity,1983,Furniture,17978
3857,0bd8A3b3c38ff7e,Bell-Sawyer,Venezuela,Horizontal clear-thinking framework,1979,Plastics,15862
6518,0BD8b57e6207d13,"Haas, Bender and Gay",Comoros,Exclusive tangible benchmark,2001,Transportation,1112
8676,0BDea72E65f89CD,Snyder PLC,Mayotte,Networked real-time open system,1997,Textiles,4438
1760,0be5cbEAa70EeBe,"Raymond, Fry and Giles",British Indian Ocean Territory (Chagos Archipelago),Cross-platform bifurcated process improvement,1972,Fundraising,16610
4748,0Beaaaf3A68e9b1,Reynolds Group,Qatar,Devolved analyzing forecast,2008,Dairy,11614
2972,0bEcE0DBc2954ea,Escobar-Carr,Seychelles,Adaptive coherent flexibility,1984,Mining / Metals,17112
4037,0BF5D297132232C,"Daniels, Holder and Ritter",Lebanon,Adaptive homogeneous Internet solution,2008,Pharmaceuticals,13758
6046,0c041A82EbDEeed,Alvarado Inc,Vietnam,Fundamental incremental frame,1997,Civil Engineering,8190
6220,0c04Ee40FD8DDEE,Shaffer-Hardy,Haiti,Fully-configurable even-keeled help-desk,1991,Civic / Social Organization,10008
9723,0C06CFB97dCADfd,Tyler-Wolf,Guinea-Bissau,Switchable 4thgeneration budgetary management,1992,Semiconductors,5970
6281,0c1DbE8fF3AA86b,"Woodward, Bright and Chang",Kiribati,Team-oriented eco-centric ability,1976,Retail Industry,15054
6765,0C26de7415BADFD,Mcbride-Combs,Kiribati,Stand-alone zero administration parallelism,2004,Law Enforcement,3316
8134,0c35bBa7d44Cfdd,Bryan Inc,Senegal,Object-based real-time database,2011,Defense / Space,3488
1501,0c464dE19bAA7cb,"Tapia, Rush and Rich",Netherlands Antilles,Sharable foreground capacity,1992,Commercial Real Estate,748
3961,0C6beF84f19edEC,"Pruitt, Rangel and Molina",Netherlands Antilles,Assimilated grid-enabled data-warehouse,2022,Venture Capital / VC,4020
7041,0C6Ed40eFEAFd9b,Donaldson-House,Yemen,Public-key bandwidth-monitored alliance,1985,Consumer Electronics,3454
458,0C7643a6b76Df07,Hays LLC,Slovakia (Slovak Republic),Intuitive even-keeled synergy,2006,Wireless,7308
3489,0C8b12cDa7EC8Cb,"Landry, Rios and Cabrera",Montenegro,Grass-roots exuding structure,2010,Dairy,19194
7248,0c8b4EBdCfe7734,Clements-Harrison,Andorra,Reduced systemic Graphic Interface,2001,Wine / Spirits,11438
9433,0C9Bc7Ffbbbbbae,"Evans, Velazquez and Liu",Myanmar,Switchable dynamic migration,1972,Paper / Forest Products,986
1419,0cAA98C1B45F6F7,"Schaefer, Forbes and Baxter",Fiji,Focused 3rdgeneration hardware,2000,Primary / Secondary Education,17680
7707,0caC30A9BFd98e7,Morrison-Jimenez,Madagascar,Organic incremental customer loyalty,1979,Research Industry,5876
4400,0Cb2D2BBa5dDA79,"Raymond, Macias and Duffy",Iceland,Re-engineered dynamic time-frame,2013,Executive Office,19610
1341,0Cb5a05e8aCD41F,"Thompson, Small and Shah",Philippines,User-friendly directional migration,2015,Architecture / Planning,1486
8992,0CB83EefB0a0C9C,Glass Group,Indonesia,Devolved exuding middleware,2014,Law Enforcement,4652
5014,0cb94eA56f15844,Key LLC,Tanzania,Realigned coherent protocol,1995,Food Production,692
2760,0cbD60d502587Cb,Carter Group,Portugal,Focused 6thgeneration leverage,2008,Program Development,5144
8832,0Cc3A25a7536153,"Riddle, Wallace and Mcintosh",New Zealand,Managed client-server Internet solution,2006,Public Safety,4104
269,0cc7a6aeA3e1E08,Moreno-Saunders,Grenada,Exclusive 6thgeneration instruction set,2017,Computer Games,1444
5747,0CCA3e166A98B3a,"Moss, Finley and Morales",Cape Verde,Enhanced tangible flexibility,1984,Research Industry,502
6455,0CD5F8bEC2d4DE3,Hancock and Sons,Belize,Business-focused heuristic capability,1998,Environmental Services,2126
6853,0cdC19c6a9ac68a,Vargas-Duncan,Syrian Arab Republic,Synchronized homogeneous complexity,2006,Tobacco,522
9417,0cdDEd601AAfdE4,Huber-Anthony,Malaysia,Diverse zero-defect initiative,2011,Non - Profit / Volunteering,8704
9690,0CdDfF9883EDa44,Monroe LLC,Mexico,Persevering leadingedge challenge,2004,Consumer Goods,3544
5508,0CDF7dE3Ddec34B,Davila-Cardenas,Ghana,Distributed disintermediate throughput,1996,Performing Arts,6482
8617,0ce4d9FF5810Aea,"Cantu, Bautista and Lara",Cape Verde,Future-proofed secondary projection,1987,Translation / Localization,5974
5625,0cEd0C5D7B1bDa0,Dorsey LLC,Nicaragua,Inverse optimizing neural-net,2020,Facilities Services,14162
1900,0cEFf06fCd05DEc,"Phelps, Valdez and Proctor",Namibia,Multi-layered bandwidth-monitored task-force,1998,Law Enforcement,15824
3407,0Cf6551D1edCc3b,Pham Inc,Saint Pierre and Miquelon,Organized empowering neural-net,2018,Online Publishing,1094
4577,0cF8b88aB2feb04,Ballard Group,Poland,Innovative fault-tolerant time-frame,2004,Business Supplies / Equipment,19732
6982,0CFcBdC802CF168,Lane-Kennedy,Nicaragua,Face-to-face client-driven algorithm,2010,Education Management,17338
5162,0cFD3cA37deB96d,Walter LLC,Nepal,Object-based 3rdgeneration collaboration,1990,Luxury Goods / Jewelry,7892
1319,0D00F4da8DeD6eD,Chan PLC,Faroe Islands,Polarized system-worthy info-mediaries,1997,Internet,13852
5657,0d01f0CfeA4fc70,Sexton-Owens,Cote d'Ivoire,De-engineered mobile knowledgebase,2022,Hospital / Health Care,538
6964,0D0a3e692a38Cf1,Knight-Valencia,Korea,Compatible mission-critical matrix,1973,Banking / Mortgage,4556
7341,0D0c00B3563B60D,Carson Inc,Saint Martin,Re-engineered leadingedge array,2007,Sports,8234
1352,0D0F0D4ccbAd960,Mccormick-Benitez,Guatemala,User-centric demand-driven leverage,1974,Biotechnology / Greentech,14966
7600,0d1491A7ac1ac52,"Arnold, Murillo and Rose",Reunion,Triple-buffered actuating customer loyalty,1987,Law Enforcement,15076
6588,0D1DaebbfeFb6bf,Fisher PLC,Dominican Republic,Visionary analyzing paradigm,1972,Government Administration,14196
6230,0d1FDB6C6Fc84Ee,Kramer-Conway,United States of America,Triple-buffered homogeneous archive,2009,Program Development,8704
873,0d2bAA47297a84F,"Ayers, Morrison and Booth",Belarus,Programmable uniform groupware,1970,Wholesale,6012
3259,0d2e1bfC7EEbAeC,"Ramsey, Contreras and Shepherd",Nicaragua,Down-sized real-time functionalities,1975,Industrial Automation,18552
10000,0D3b7DcFA21d92d,Beck LLC,Georgia,Decentralized context-sensitive service-desk,2007,Wireless,9104
2120,0d3Cfd316b8B379,Prince Inc,Libyan Arab Jamahiriya,Up-sized 24/7 success,2014,Furniture,17630
1090,0D42aee9dFcf6C2,Ho-Haney,Sao Tome and Principe,Sharable 3rdgeneration function,1979,Consumer Goods,17246
2989,0d4Cd76b5Bc2B17,"Clark, Boone and Oconnell",Costa Rica,Future-proofed empowering hardware,1972,Restaurants,3512
39,0D55efbaf06c4cc,Hebert-Spence,Paraguay,Expanded zero-defect success,1994,Glass / Ceramics / Concrete,2500
9027,0d66caBe09dB8A9,"Washington, Mccullough and Chan",Czech Republic,Total multimedia Graphic Interface,1999,Law Practice / Law Firms,6258
1298,0d70c8C5ecA6857,Clarke Group,Uganda,Right-sized transitional utilization,2001,Business Supplies / Equipment,5702
7024,0d7E6EAE2Ca8B4B,Riggs PLC,Algeria,Fully-configurable systematic middleware,2001,Facilities Services,9176
7443,0D8017C3ccDa778,Berger and Sons,Lebanon,Customer-focused non-volatile data-warehouse,2001,Law Practice / Law Firms,16736
217,0D8b9F71E9eA57a,Church-Orozco,Singapore,Multi-tiered needs-based utilization,1970,Mining / Metals,3620
2602,0D8Beb3BB41dF6a,"Sloan, Barrera and Riggs",Honduras,Realigned real-time pricing structure,1981,Construction,19484
8578,0D8cFa1ADbEc72A,Franklin-Benjamin,United Kingdom,Face-to-face dedicated initiative,1975,Environmental Services,17412
